"Country or Area","Year","Area","Sex","Age","Source Year","Value","Value Footnotes"
"Egypt","1993","Total","Male","0 - 19","1996","5965",""
"Egypt","1993","Total","Male","20 - 24","1996","70307",""
"Egypt","1993","Total","Male","25 - 29","1996","155239",""
"Egypt","1993","Total","Male","30 - 34","1996","103458",""
"Egypt","1993","Total","Male","35 - 39","1996","27009",""
"Egypt","1993","Total","Male","40 - 44","1996","8317",""
"Egypt","1993","Total","Male","45 - 49","1996","3232",""
"Egypt","1993","Total","Male","50 - 54","1996","1984",""
"Egypt","1993","Total","Male","55 +","1996","5644",""
"Egypt","1993","Total","Male","Unknown","1996","656",""
"Egypt","1993","Total","Female","Total","1996","387293",""
"Egypt","1993","Total","Female","0 - 19","1996","115961",""
"Egypt","1993","Total","Female","20 - 24","1996","165039",""
"Egypt","1993","Total","Female","25 - 29","1996","71538",""
"Egypt","1993","Total","Female","30 - 34","1996","21699",""
"Egypt","1993","Total","Female","35 - 39","1996","6381",""
"Egypt","1993","Total","Female","40 - 44","1996","2980",""
"Egypt","1993","Total","Female","45 - 49","1996","1420",""
"Egypt","1993","Total","Female","50 - 54","1996","770",""
"Egypt","1993","Total","Female","55 +","1996","1505",""
"Egypt","1993","Total","Female","Unknown","1996","0",""
"Egypt","1992","Total","Male","Total","1996","346559",""
"Egypt","1992","Total","Male","0 - 19","1996","12747",""
"Egypt","1992","Total","Male","20 - 24","1996","79983",""
"Egypt","1992","Total","Male","25 - 29","1996","149062",""
"Egypt","1992","Total","Male","30 - 34","1996","71171",""
"Egypt","1992","Total","Male","35 - 39","1996","17747",""
"Egypt","1992","Total","Male","40 - 44","1996","5590",""
"Egypt","1992","Total","Male","45 - 49","1996","2497",""
"Egypt","1992","Total","Male","50 - 54","1996","1649",""
"Egypt","1992","Total","Male","55 +","1996","6030",""
"Egypt","1992","Total","Male","Unknown","1996","83",""
"Egypt","1992","Total","Female","Total","1996","351796",""
"Egypt","1992","Total","Female","0 - 19","1996","134758",""
"Egypt","1992","Total","Female","20 - 24","1996","139750",""
"Egypt","1992","Total","Female","25 - 29","1996","51448",""
"Egypt","1992","Total","Female","30 - 34","1996","14997",""
"Egypt","1992","Total","Female","35 - 39","1996","4582",""
"Egypt","1992","Total","Female","40 - 44","1996","2171",""
"Egypt","1992","Total","Female","45 - 49","1996","877",""
"Egypt","1992","Total","Female","50 - 54","1996","552",""
"Egypt","1992","Total","Female","55 +","1996","2661",""
"Egypt","1992","Total","Female","Unknown","1996","0",""
"Egypt","1991","Total","Male","Total","1996","351851",""
"Egypt","1991","Total","Male","0 - 19","1996","15254",""
"Egypt","1991","Total","Male","20 - 24","1996","85748",""
"Egypt","1991","Total","Male","25 - 29","1996","146508",""
"Egypt","1991","Total","Male","30 - 34","1996","70565",""
"Egypt","1991","Total","Male","35 - 39","1996","19072",""
"Egypt","1991","Total","Male","40 - 44","1996","6268",""
"Egypt","1991","Total","Male","45 - 49","1996","2712",""
"Egypt","1991","Total","Male","50 - 54","1996","1958",""
"Egypt","1991","Total","Male","55 +","1996","3766",""
"Egypt","1991","Total","Male","Unknown","1996","0",""
"Egypt","1991","Total","Female","Total","1996","360736",""
"Egypt","1991","Total","Female","0 - 19","1996","140746",""
"Egypt","1991","Total","Female","20 - 24","1996","137562",""
"Egypt","1991","Total","Female","25 - 29","1996","54908",""
"Egypt","1991","Total","Female","30 - 34","1996","15801",""
"Egypt","1991","Total","Female","35 - 39","1996","5650",""
"Egypt","1991","Total","Female","40 - 44","1996","2801",""
"Egypt","1991","Total","Female","45 - 49","1996","1216",""
"Egypt","1991","Total","Female","50 - 54","1996","793",""
"Egypt","1991","Total","Female","55 +","1996","1259",""
"Egypt","1991","Total","Female","Unknown","1996","0",""
"Egypt","1990","Total","Male","Total","1995","359342",""
"Egypt","1990","Total","Male","0 - 19","1995","15072",""
"Egypt","1990","Total","Male","20 - 24","1995","87849",""
"Egypt","1990","Total","Male","25 - 29","1995","148573",""
"Egypt","1990","Total","Male","30 - 34","1995","68679",""
"Egypt","1990","Total","Male","35 - 39","1995","19762",""
"Egypt","1990","Total","Male","40 - 44","1995","7123",""
"Egypt","1990","Total","Male","45 - 49","1995","3247",""
"Egypt","1990","Total","Male","50 - 54","1995","2549",""
"Egypt","1990","Total","Male","55 +","1995","4981",""
"Egypt","1990","Total","Male","Unknown","1995","1507",""
"Egypt","1990","Total","Female","Total","1995","369926",""
"Egypt","1990","Total","Female","0 - 19","1995","136743",""
"Egypt","1990","Total","Female","20 - 24","1995","138288",""
"Egypt","1990","Total","Female","25 - 29","1995","59274",""
"Egypt","1990","Total","Female","30 - 34","1995","17326",""
"Egypt","1990","Total","Female","35 - 39","1995","6627",""
"Egypt","1990","Total","Female","40 - 44","1995","3139",""
"Egypt","1990","Total","Female","45 - 49","1995","1658",""
"Egypt","1990","Total","Female","50 - 54","1995","1036",""
"Egypt","1990","Total","Female","55 +","1995","3209",""
"Egypt","1990","Total","Female","Unknown","1995","2626",""
"Egypt","1989","Total","Male","Total","1994","345539",""
"Egypt","1989","Total","Male","0 - 19","1994","18284",""
"Egypt","1989","Total","Male","20 - 24","1994","93180",""
"Egypt","1989","Total","Male","25 - 29","1994","136105",""
"Egypt","1989","Total","Male","30 - 34","1994","61113",""
"Egypt","1989","Total","Male","35 - 39","1994","19250",""
"Egypt","1989","Total","Male","40 - 44","1994","6297",""
"Egypt","1989","Total","Male","45 - 49","1994","3168",""
"Egypt","1989","Total","Male","50 - 54","1994","2196",""
"Egypt","1989","Total","Male","55 +","1994","4507",""
"Egypt","1989","Total","Male","Unknown","1994","1439",""
"Egypt","1989","Total","Female","Total","1994","354459",""
"Egypt","1989","Total","Female","0 - 19","1994","144125",""
"Egypt","1989","Total","Female","20 - 24","1994","125480",""
"Egypt","1989","Total","Female","25 - 29","1994","54458",""
"Egypt","1989","Total","Female","30 - 34","1994","14751",""
"Egypt","1989","Total","Female","35 - 39","1994","6164",""
"Egypt","1989","Total","Female","40 - 44","1994","2583",""
"Egypt","1989","Total","Female","45 - 49","1994","1393",""
"Egypt","1989","Total","Female","50 - 54","1994","901",""
"Egypt","1989","Total","Female","55 +","1994","2690",""
"Egypt","1989","Total","Female","Unknown","1994","1914",""
"Egypt","1987","Total","Male","Total","1992","352132",""
"Egypt","1987","Total","Male","0 - 19","1992","20726",""
"Egypt","1987","Total","Male","20 - 24","1992","102503",""
"Egypt","1987","Total","Male","25 - 29","1992","136103",""
"Egypt","1987","Total","Male","30 - 34","1992","60833",""
"Egypt","1987","Total","Male","35 - 39","1992","17321",""
"Egypt","1987","Total","Male","40 - 44","1992","5095",""
"Egypt","1987","Total","Male","45 - 49","1992","3252",""
"Egypt","1987","Total","Male","50 - 54","1992","1825",""
"Egypt","1987","Total","Male","55 +","1992","3658",""
"Egypt","1987","Total","Male","Unknown","1992","816",""
"Egypt","1987","Total","Female","Total","1992","360745",""
"Egypt","1987","Total","Female","0 - 19","1992","155244",""
"Egypt","1987","Total","Female","20 - 24","1992","130925",""
"Egypt","1987","Total","Female","25 - 29","1992","50935",""
"Egypt","1987","Total","Female","30 - 34","1992","12384",""
"Egypt","1987","Total","Female","35 - 39","1992","4715",""
"Egypt","1987","Total","Female","40 - 44","1992","1894",""
"Egypt","1987","Total","Female","45 - 49","1992","1158",""
"Egypt","1987","Total","Female","50 - 54","1992","681",""
"Egypt","1987","Total","Female","55 +","1992","1194",""
"Egypt","1987","Total","Female","Unknown","1992","1615",""
"Egypt","1986","Total","Male","Total","1991","351736",""
"Egypt","1986","Total","Male","0 - 19","1991","23322",""
"Egypt","1986","Total","Male","20 - 24","1991","103710",""
"Egypt","1986","Total","Male","25 - 29","1991","131896",""
"Egypt","1986","Total","Male","30 - 34","1991","60589",""
"Egypt","1986","Total","Male","35 - 39","1991","16700",""
"Egypt","1986","Total","Male","40 - 44","1991","5131",""
"Egypt","1986","Total","Male","45 - 49","1991","3442",""
"Egypt","1986","Total","Male","50 - 54","1991","1986",""
"Egypt","1986","Total","Male","55 +","1991","4829",""
"Egypt","1986","Total","Male","Unknown","1991","131",""
"Egypt","1986","Total","Female","Total","1991","361366",""
"Egypt","1986","Total","Female","0 - 19","1991","159269",""
"Egypt","1986","Total","Female","20 - 24","1991","129101",""
"Egypt","1986","Total","Female","25 - 29","1991","47892",""
"Egypt","1986","Total","Female","30 - 34","1991","12635",""
"Egypt","1986","Total","Female","35 - 39","1991","5021",""
"Egypt","1986","Total","Female","40 - 44","1991","1903",""
"Egypt","1986","Total","Female","45 - 49","1991","1295",""
"Egypt","1986","Total","Female","50 - 54","1991","769",""
"Egypt","1986","Total","Female","55 +","1991","3451",""
"Egypt","1986","Total","Female","Unknown","1991","30",""
"Egypt","1985","Total","Male","Total","1991","357305",""
"Egypt","1985","Total","Male","0 - 19","1991","26737",""
"Egypt","1985","Total","Male","20 - 24","1991","106364",""
"Egypt","1985","Total","Male","25 - 29","1991","131395",""
"Egypt","1985","Total","Male","30 - 34","1991","59196",""
"Egypt","1985","Total","Male","35 - 39","1991","16694",""
"Egypt","1985","Total","Male","40 - 44","1991","5436",""
"Egypt","1985","Total","Male","45 - 49","1991","3596",""
"Egypt","1985","Total","Male","50 - 54","1991","2284",""
"Egypt","1985","Total","Male","55 +","1991","5478",""
"Egypt","1985","Total","Male","Unknown","1991","125",""
"Egypt","1985","Total","Female","Total","1991","368614",""
"Egypt","1985","Total","Female","0 - 19","1991","163894",""
"Egypt","1985","Total","Female","20 - 24","1991","131713",""
"Egypt","1985","Total","Female","25 - 29","1991","47500",""
"Egypt","1985","Total","Female","30 - 34","1991","12665",""
"Egypt","1985","Total","Female","35 - 39","1991","4607",""
"Egypt","1985","Total","Female","40 - 44","1991","1948",""
"Egypt","1985","Total","Female","45 - 49","1991","1210",""
"Egypt","1985","Total","Female","50 - 54","1991","860",""
"Egypt","1985","Total","Female","55 +","1991","4183",""
"Egypt","1985","Total","Female","Unknown","1991","34",""
"Egypt","1984","Total","Male","Total","1991","358843",""
"Egypt","1984","Total","Male","0 - 19","1991","30481",""
"Egypt","1984","Total","Male","20 - 24","1991","112895",""
"Egypt","1984","Total","Male","25 - 29","1991","126953",""
"Egypt","1984","Total","Male","30 - 34","1991","58784",""
"Egypt","1984","Total","Male","35 - 39","1991","15213",""
"Egypt","1984","Total","Male","40 - 44","1991","5241",""
"Egypt","1984","Total","Male","45 - 49","1991","2848",""
"Egypt","1984","Total","Male","50 - 54","1991","1993",""
"Egypt","1984","Total","Male","55 +","1991","4326",""
"Egypt","1984","Total","Male","Unknown","1991","109",""
"Egypt","1984","Total","Female","Total","1991","369378",""
"Egypt","1984","Total","Female","0 - 19","1991","178946",""
"Egypt","1984","Total","Female","20 - 24","1991","128742",""
"Egypt","1984","Total","Female","25 - 29","1991","39621",""
"Egypt","1984","Total","Female","30 - 34","1991","11823",""
"Egypt","1984","Total","Female","35 - 39","1991","3430",""
"Egypt","1984","Total","Female","40 - 44","1991","1604",""
"Egypt","1984","Total","Female","45 - 49","1991","924",""
"Egypt","1984","Total","Female","50 - 54","1991","667",""
"Egypt","1984","Total","Female","55 +","1991","3602",""
"Egypt","1984","Total","Female","Unknown","1991","19",""
"Egypt","1978","Total","Male","Total","1982","301587",""
"Egypt","1978","Total","Male","0 - 19","1982","29894",""
"Egypt","1978","Total","Male","20 - 24","1982","99629",""
"Egypt","1978","Total","Male","25 - 29","1982","105575",""
"Egypt","1978","Total","Male","30 - 34","1982","39539",""
"Egypt","1978","Total","Male","35 - 39","1982","12473",""
"Egypt","1978","Total","Male","40 - 44","1982","4610",""
"Egypt","1978","Total","Male","45 - 49","1982","2694",""
"Egypt","1978","Total","Male","50 - 54","1982","1633",""
"Egypt","1978","Total","Male","55 +","1982","2001",""
"Egypt","1978","Total","Male","Unknown","1982","3539",""
"Egypt","1978","Total","Female","Total","1982","314380",""
"Egypt","1978","Total","Female","0 - 19","1982","166363",""
"Egypt","1978","Total","Female","20 - 24","1982","91648",""
"Egypt","1978","Total","Female","25 - 29","1982","33304",""
"Egypt","1978","Total","Female","30 - 34","1982","6487",""
"Egypt","1978","Total","Female","35 - 39","1982","2288",""
"Egypt","1978","Total","Female","40 - 44","1982","994",""
"Egypt","1978","Total","Female","45 - 49","1982","660",""
"Egypt","1978","Total","Female","50 - 54","1982","473",""
"Egypt","1978","Total","Female","55 +","1982","1992",""
"Egypt","1978","Total","Female","Unknown","1982","10171",""
"Egypt","1977","Total","Male","Total","1982","298995",""
"Egypt","1977","Total","Male","0 - 19","1982","28625",""
"Egypt","1977","Total","Male","20 - 24","1982","103595",""
"Egypt","1977","Total","Male","25 - 29","1982","101252",""
"Egypt","1977","Total","Male","30 - 34","1982","38334",""
"Egypt","1977","Total","Male","35 - 39","1982","13374",""
"Egypt","1977","Total","Male","40 - 44","1982","4949",""
"Egypt","1977","Total","Male","45 - 49","1982","2838",""
"Egypt","1977","Total","Male","50 - 54","1982","1605",""
"Egypt","1977","Total","Male","55 +","1982","1883",""
"Egypt","1977","Total","Male","Unknown","1982","2540",""
"Egypt","1977","Total","Female","Total","1982","311990",""
"Egypt","1977","Total","Female","0 - 19","1982","167453",""
"Egypt","1977","Total","Female","20 - 24","1982","91369",""
"Egypt","1977","Total","Female","25 - 29","1982","31998",""
"Egypt","1977","Total","Female","30 - 34","1982","5917",""
"Egypt","1977","Total","Female","35 - 39","1982","2725",""
"Egypt","1977","Total","Female","40 - 44","1982","1086",""
"Egypt","1977","Total","Female","45 - 49","1982","748",""
"Egypt","1977","Total","Female","50 - 54","1982","432",""
"Egypt","1977","Total","Female","55 +","1982","995",""
"Egypt","1977","Total","Female","Unknown","1982","9267",""
"Egypt","1976","Total","Male","Total","1982","318449",""
"Egypt","1976","Total","Male","0 - 19","1982","30626",""
"Egypt","1976","Total","Male","20 - 24","1982","117052",""
"Egypt","1976","Total","Male","25 - 29","1982","105159",""
"Egypt","1976","Total","Male","30 - 34","1982","37139",""
"Egypt","1976","Total","Male","35 - 39","1982","13963",""
"Egypt","1976","Total","Male","40 - 44","1982","5185",""
"Egypt","1976","Total","Male","45 - 49","1982","3125",""
"Egypt","1976","Total","Male","50 - 54","1982","1792",""
"Egypt","1976","Total","Male","55 +","1982","2075",""
"Egypt","1976","Total","Male","Unknown","1982","2333",""
"Egypt","1976","Total","Female","Total","1982","331491",""
"Egypt","1976","Total","Female","0 - 19","1982","179535",""
"Egypt","1976","Total","Female","20 - 24","1982","101597",""
"Egypt","1976","Total","Female","25 - 29","1982","31225",""
"Egypt","1976","Total","Female","30 - 34","1982","5684",""
"Egypt","1976","Total","Female","35 - 39","1982","2247",""
"Egypt","1976","Total","Female","40 - 44","1982","1118",""
"Egypt","1976","Total","Female","45 - 49","1982","832",""
"Egypt","1976","Total","Female","50 - 54","1982","520",""
"Egypt","1976","Total","Female","55 +","1982","1024",""
"Egypt","1976","Total","Female","Unknown","1982","7709",""
"Egypt","1975","Total","Male","Total","1980","308027",""
"Egypt","1975","Total","Male","0 - 19","1980","50628",""
"Egypt","1975","Total","Male","20 - 24","1980","120941",""
"Egypt","1975","Total","Male","25 - 29","1980","86374",""
"Egypt","1975","Total","Male","30 - 34","1980","28306",""
"Egypt","1975","Total","Male","35 - 39","1980","10310",""
"Egypt","1975","Total","Male","40 - 44","1980","4397",""
"Egypt","1975","Total","Male","45 - 49","1980","2343",""
"Egypt","1975","Total","Male","50 - 54","1980","1319",""
"Egypt","1975","Total","Male","55 +","1980","1237",""
"Egypt","1975","Total","Male","Unknown","1980","2172",""
"Egypt","1975","Total","Female","Total","1980","321321",""
"Egypt","1975","Total","Female","0 - 19","1980","208258",""
"Egypt","1975","Total","Female","20 - 24","1980","78773",""
"Egypt","1975","Total","Female","25 - 29","1980","18903",""
"Egypt","1975","Total","Female","30 - 34","1980","3533",""
"Egypt","1975","Total","Female","35 - 39","1980","1402",""
"Egypt","1975","Total","Female","40 - 44","1980","788",""
"Egypt","1975","Total","Female","45 - 49","1980","464",""
"Egypt","1975","Total","Female","50 - 54","1980","267",""
"Egypt","1975","Total","Female","55 +","1980","243",""
"Egypt","1975","Total","Female","Unknown","1980","8690",""
"Egypt","1974","Total","Male","Total","1980","294058",""
"Egypt","1974","Total","Male","0 - 19","1980","26819",""
"Egypt","1974","Total","Male","20 - 24","1980","114989",""
"Egypt","1974","Total","Male","25 - 29","1980","95467",""
"Egypt","1974","Total","Male","30 - 34","1980","33448",""
"Egypt","1974","Total","Male","35 - 39","1980","11867",""
"Egypt","1974","Total","Male","40 - 44","1980","4894",""
"Egypt","1974","Total","Male","45 - 49","1980","2240",""
"Egypt","1974","Total","Male","50 - 54","1980","1214",""
"Egypt","1974","Total","Male","55 +","1980","1264",""
"Egypt","1974","Total","Male","Unknown","1980","1856",""
"Egypt","1974","Total","Female","Total","1980","307629",""
"Egypt","1974","Total","Female","0 - 19","1980","166344",""
"Egypt","1974","Total","Female","20 - 24","1980","102475",""
"Egypt","1974","Total","Female","25 - 29","1980","23340",""
"Egypt","1974","Total","Female","30 - 34","1980","4120",""
"Egypt","1974","Total","Female","35 - 39","1980","1541",""
"Egypt","1974","Total","Female","40 - 44","1980","800",""
"Egypt","1974","Total","Female","45 - 49","1980","494",""
"Egypt","1974","Total","Female","50 - 54","1980","362",""
"Egypt","1974","Total","Female","55 +","1980","318",""
"Egypt","1974","Total","Female","Unknown","1980","7835",""
"Egypt","1973","Total","Male","Total","1979","264377",""
"Egypt","1973","Total","Male","0 - 19","1979","26498",""
"Egypt","1973","Total","Male","20 - 24","1979","102837",""
"Egypt","1973","Total","Male","25 - 29","1979","82599",""
"Egypt","1973","Total","Male","30 - 34","1979","30398",""
"Egypt","1973","Total","Male","35 - 39","1979","11268",""
"Egypt","1973","Total","Male","40 - 44","1979","4740",""
"Egypt","1973","Total","Male","45 - 49","1979","2103",""
"Egypt","1973","Total","Male","50 - 54","1979","1216",""
"Egypt","1973","Total","Male","55 +","1979","1097",""
"Egypt","1973","Total","Male","Unknown","1979","1621",""
"Egypt","1973","Total","Female","Total","1979","277893",""
"Egypt","1973","Total","Female","0 - 19","1979","154683",""
"Egypt","1973","Total","Female","20 - 24","1979","88561",""
"Egypt","1973","Total","Female","25 - 29","1979","20366",""
"Egypt","1973","Total","Female","30 - 34","1979","4030",""
"Egypt","1973","Total","Female","35 - 39","1979","1454",""
"Egypt","1973","Total","Female","40 - 44","1979","832",""
"Egypt","1973","Total","Female","45 - 49","1979","505",""
"Egypt","1973","Total","Female","50 - 54","1979","328",""
"Egypt","1973","Total","Female","55 +","1979","240",""
"Egypt","1973","Total","Female","Unknown","1979","6894",""

